User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIA2UWM6DKBIWGU25WG,2021-03-12T07:56:25Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,71.227.159.138,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",297eda8a-51e2-437e-9cbd-6da87bfc32d5,31fdab11-52a8-4a1a-982c-e1da29d70d08,FALSE,AwsApiCall,7.31648E+11,Management
root,ASIA2UWM6DKBIWGU25WG,2021-03-12T07:56:25Z,iam.amazonaws.com,CreateGroup,us-east-1,71.227.159.138,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPA2UWM6DKBIZM775M3U""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::731647974018:group/Reviewers""}]",11d1eccf-c0bb-463d-93b6-324be96f1a2b,ed4f5bc4-9cd9-45b5-8c13-e381a1e748ae,FALSE,AwsApiCall,7.31648E+11,Management
root,ASIA2UWM6DKBIWGU25WG,2021-03-12T07:56:05Z,iam.amazonaws.com,CreateGroup,us-east-1,71.227.159.138,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::731647974018:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPA2UWM6DKBCKH3OG77I""}]",ecee93f8-0019-44cb-b132-138ced6b5981,0d5b7229-690b-409c-8370-5a7b75782cf3,FALSE,AwsApiCall,7.31648E+11,Management
root,ASIA2UWM6DKBIWGU25WG,2021-03-12T07:56:05Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,71.227.159.138,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",e1a734ea-3b8c-4a73-9028-ae2962574a04,bd267ba3-aac8-4ec3-886e-edb734f0c00d,FALSE,AwsApiCall,7.31648E+11,Management
root,ASIA2UWM6DKBIWGU25WG,2021-03-12T07:56:05Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,71.227.159.138,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",4ba042ec-0b44-48da-a237-a0500a340dee,d818ae79-d4d9-40af-ad2a-a0fa6cc9b9fa,FALSE,AwsApiCall,7.31648E+11,Management
root,ASIA2UWM6DKBIWGU25WG,2021-03-12T07:54:02Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,71.227.159.138,console.amazonaws.com,,[],4694a8e7-f896-451b-bf6c-92b43f67eb6d,cfdf2f4f-d9d2-4535-9f54-9cd6b53db51f,FALSE,AwsApiCall,7.31648E+11,Management
root,,2021-03-12T07:43:59Z,signin.amazonaws.com,ConsoleLogin,us-east-1,71.227.159.138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,[],,8d7bec42-3c45-430e-9fad-4f0ad795b2d4,FALSE,AwsConsoleSignIn,7.31648E+11,Management
root,,2021-03-11T03:41:08Z,signin.amazonaws.com,ConsoleLogin,us-east-1,73.109.61.51,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.192 Safari/537.36",,[],,66c15b66-a34b-4433-a6f2-cb631f78b80c,FALSE,AwsConsoleSignIn,7.31648E+11,Management
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
