User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,,2021-02-17T05:47:56Z,signin.amazonaws.com,ConsoleLogin,us-east-1,73.109.63.45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,cd2dc441-162c-46ac-9426-2fe95578a237,false,AwsConsoleSignIn,731647974018,Management
root,ASIAJTBRMEOBZ5PR7QIQ,2021-02-16T07:43:51Z,iam.amazonaws.com,CreateServiceLinkedRole,us-east-1,rds.amazonaws.com,rds.amazonaws.com,InvalidInputException,[],23e79695-b704-469d-bfa0-7560ce5ababd,a90e6d84-cef3-4c74-8b38-f358ec7a37b6,false,AwsApiCall,731647974018,Management
root,ASIA2UWM6DKBGJPK72WK,2021-02-16T07:43:45Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,71.227.159.138,aws-internal/3 aws-sdk-java/1.11.848 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.202-b08 java/1.8.0_202 vendor/Oracle_Corporation,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/service-role/AmazonRDSEnhancedMonitoringRole""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""rds-monitoring-role""}]",1fa15851-0550-4f77-a208-2104ff7e1897,83f5b938-6915-4f92-a0d8-306ae65e149a,false,AwsApiCall,731647974018,Management
root,ASIAI2V3F3Z3WIF3SUFA,2021-02-16T07:43:45Z,iam.amazonaws.com,CreateServiceLinkedRole,us-east-1,rds.amazonaws.com,rds.amazonaws.com,,[],71124bf7-cfde-48b5-ac58-a913d8b8a493,afe36a46-94a4-4c3d-86ad-91f6bb643daa,false,AwsApiCall,731647974018,Management
root,ASIA2UWM6DKBGJPK72WK,2021-02-16T07:43:44Z,iam.amazonaws.com,CreateRole,us-east-1,71.227.159.138,aws-internal/3 aws-sdk-java/1.11.848 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.202-b08 java/1.8.0_202 vendor/Oracle_Corporation,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::731647974018:role/rds-monitoring-role""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROA2UWM6DKBKKDY7AB3F""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""rds-monitoring-role""}]",6d3fae73-ee64-40f7-9559-5eac74908186,0e9ee374-1af3-48d7-9b02-a46b88c12bcf,false,AwsApiCall,731647974018,Management
root,,2021-02-16T06:55:55Z,signin.amazonaws.com,ConsoleLogin,us-east-1,71.227.159.138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,4a64c329-7bb8-48fe-88f1-dda10ec5220f,false,AwsConsoleSignIn,731647974018,Management
root,,2021-02-11T06:15:38Z,signin.amazonaws.com,ConsoleLogin,us-east-1,71.227.159.138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.146 Safari/537.36",,[],,3c8065c9-1129-469a-9c35-f56be156e5d5,false,AwsConsoleSignIn,731647974018,Management
root,,2021-02-08T06:10:06Z,signin.amazonaws.com,ConsoleLogin,us-east-1,71.227.159.138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.146 Safari/537.36",,[],,1c818d4f-e2f2-448a-b148-d8c37ab64af4,false,AwsConsoleSignIn,731647974018,Management
root,,2021-02-05T06:18:42Z,signin.amazonaws.com,ConsoleLogin,us-east-1,71.227.159.138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.96 Safari/537.36",,[],,7dca8fb2-6643-43c7-a8b1-0e97b96734d0,false,AwsConsoleSignIn,731647974018,Management
root,,2021-02-04T02:29:45Z,signin.amazonaws.com,ConsoleLogin,us-east-1,71.227.159.138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.96 Safari/537.36",,[],,7c941f09-6aa0-42d9-9c5b-24fc863d1d12,false,AwsConsoleSignIn,731647974018,Management
root,,2021-02-03T09:04:03Z,signin.amazonaws.com,ConsoleLogin,us-east-1,71.227.159.138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",,[],,01b5a931-6395-4133-a15d-f831df353344,false,AwsConsoleSignIn,731647974018,Management
root,ASIAILNKYB6YWMZ6LAAQ,2021-02-02T06:39:05Z,iam.amazonaws.com,CreateServiceLinkedRole,us-east-1,ec.amazonaws.com,ec.amazonaws.com,,[],25677cb9-2f3b-42bd-9512-f72f6fed4c8e,cfe541dc-bb15-4c0e-b57a-1f3e7c4824d5,false,AwsApiCall,731647974018,Management
root,,2021-02-02T06:35:36Z,signin.amazonaws.com,ConsoleLogin,us-east-1,71.227.159.138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",,[],,1a931068-1b2a-4b3a-97ca-ffc2858f3e86,false,AwsConsoleSignIn,731647974018,Management
root,,2021-01-31T05:39:50Z,signin.amazonaws.com,ConsoleLogin,us-east-1,71.227.159.138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",,[],,93408c9b-cb1f-484b-b5de-2263d1bbd682,false,AwsConsoleSignIn,731647974018,Management
root,,2021-01-30T08:30:08Z,signin.amazonaws.com,ConsoleLogin,us-east-1,71.227.159.138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",,[],,dd5ed311-24ef-4865-84a2-a2c09b96fa5e,false,AwsConsoleSignIn,731647974018,Management
